namespace,type,kind,bases,methods,fields,references,flags,file
,MobileReplayEndMode,struct,,3,2,,,MobileReplayEndMode.cs
,ModelFlightBubble,class,MonoBehaviour,7,4,,,ModelFlightBubble.cs
,ModelFragment,class,MonoBehaviour,3,1,,,ModelFragment.cs
,MonoSingleton,class,,4,1,,,MonoSingleton.cs
,MotionPlatformExportHitFlyCollider,class,MonoBehaviour,2,0,,,MotionPlatformExportHitFlyCollider.cs
,MotorcycleWheelController,class,"MonoBehaviour, WheelColliderInterface",8,11,,,MotorcycleWheelController.cs
,MotorcyleSkinInfo,class,VehicleSkinInfoBase,4,7,,,MotorcyleSkinInfo.cs
,MoveObjectDynamicEditAttributeConfig,class,ItemEditAttributeBaseConfig,7,9,,,MoveObjectDynamicEditAttributeConfig.cs
,MoveObjectEditAttributeConfig,class,ItemEditAttributeBaseConfig,6,4,,,MoveObjectEditAttributeConfig.cs
,MovePlatformController,class,MonoBehaviour,0,0,,,MovePlatformController.cs
,MovePlatformServerTriggerHelper,class,MonoBehaviour,1,0,,,MovePlatformServerTriggerHelper.cs
,MultiShadowText,class,MonoBehaviour,1,1,,,MultiShadowText.cs
,NetworkFacade,class,,1,1,,,NetworkFacade.cs
,NewVaultDefaultID,class,"CSVBaseData, IGetId",3,1,,,NewVaultDefaultID.cs
,NewVaultSecondTabData,class,"CSVBaseData, IGetId",3,8,,,NewVaultSecondTabData.cs
,NewVaultTabData,class,"CSVBaseData, IGetId",3,4,,,NewVaultTabData.cs
,NinthStatueManager,class,MonoBehaviour,36,44,,,NinthStatueManager.cs
,NoBuildNavMeshCollider,class,MonoBehaviour,0,0,,,NoBuildNavMeshCollider.cs
,NoCastShadow,class,MonoBehaviour,2,3,,,NoCastShadow.cs
,NonStreamPreview,class,"MonoBehaviour, IPreviewLayer",5,0,,,NonStreamPreview.cs
,NotBuildInVersionObject,class,MonoBehaviour,1,0,,,NotBuildInVersionObject.cs
,NotExportJsonInCS,class,MonoBehaviour,0,0,,,NotExportJsonInCS.cs
,NotServerCollider,class,MonoBehaviour,0,0,,,NotServerCollider.cs
,NotServerSceneAllChildrenCollider,class,MonoBehaviour,0,0,,,NotServerSceneAllChildrenCollider.cs
,NotifyData,class,CSVBaseData,2,6,,,NotifyData.cs
,ObjectSelector,class,MonoBehaviour,2,5,,,ObjectSelector.cs
,ObjectsParent,class,MonoBehaviour,0,1,,,ObjectsParent.cs
,OpenURLOnClick,class,MonoBehaviour,1,0,,,OpenURLOnClick.cs
,OptionGame,class,MetaObject,0,2,,,OptionGame.cs
,OverlayLibrary,class,OverlayLibraryBase,10,4,,,OverlayLibrary.cs
,OverlayLibraryBase,class,MonoBehaviour,8,0,,,OverlayLibraryBase.cs
,PBRGlobalParameterController,class,MonoBehaviour,3,4,,,PBRGlobalParameterController.cs
,PCOBBuildingDissolve,class,MonoBehaviour,0,0,,,PCOBBuildingDissolve.cs
,PCWaitingRoomEPRank,class,MonoBehaviour,2,3,,,PCWaitingRoomEPRank.cs
,PVEAISpawnPoint,class,MonoBehaviour,1,9,,,PVEAISpawnPoint.cs
,PVEAISpecificPath,class,MonoBehaviour,1,2,,,PVEAISpecificPath.cs
,PVECopywriting,class,ScriptableObject,0,6,,,PVECopywriting.cs
,PVEDamageAnimLabel,class,MonoBehaviour,11,23,,,PVEDamageAnimLabel.cs
,PaintGrass,class,PaintMeshes,0,1,,,PaintGrass.cs
,PaintMeshes,class,MonoBehaviour,0,11,,,PaintMeshes.cs
,ParachuteParam,class,,0,8,,,ParachuteParam.cs
,ParachuteStateParameter,class,ScriptableObject,0,13,,,ParachuteStateParameter.cs
,PerfInfo,class,,0,9,,,PerfInfo.cs
,PetAnimation,class,,0,2,,,PetAnimation.cs
,PetsPawn,class,"MonoBehaviour, JECKDOPHBBJ, IPetsPawnAnimPlayer",14,7,,,PetsPawn.cs
,PlanarReflection,class,MonoBehaviour,4,8,,,PlanarReflection.cs
,PlanarReflectionPro,class,MonoSingleton<PlanarReflectionPro>,13,14,,,PlanarReflectionPro.cs
,PlanarShadowManager,class,MonoSingleton<PlanarShadowManager>,29,12,,,PlanarShadowManager.cs
,PlanarShadowNode,class,MonoBehaviour,4,0,,,PlanarShadowNode.cs
,PlaneNode_Shadow,class,PlanarShadowNode,4,5,,,PlaneNode_Shadow.cs
,PlannarShadowRenderer,class,MonoBehaviour,3,4,,,PlannarShadowRenderer.cs
,PlayerBountyWaitingSpawnRegion,class,PlayerSpawnRegion,0,3,,,PlayerBountyWaitingSpawnRegion.cs
,PlayerColliderChecker,class,MonoBehaviour,5,1,,,PlayerColliderChecker.cs
,PlayerNameIcon,class,MonoBehaviour,6,5,,,PlayerNameIcon.cs
,PlayerRoundSpawnPoints,class,MonoBehaviour,0,8,,,PlayerRoundSpawnPoints.cs
,PlayerSoundAndEffectTrigger,class,MonoBehaviour,2,5,,,PlayerSoundAndEffectTrigger.cs
,PlayerSpawnPoint,class,MonoBehaviour,0,1,,,PlayerSpawnPoint.cs
,PlayerSpawnRegion,class,MonoBehaviour,0,6,,,PlayerSpawnRegion.cs
,PopMenuItemView,class,MonoBehaviour,0,11,,,PopMenuItemView.cs
,Pos,class,,0,2,,,Pos.cs
,PosAjust,class,MonoBehaviour,2,2,,,PosAjust.cs
,PosSync,class,MonoBehaviour,6,9,,,PosSync.cs
,PostEffectManager,class,PostEffectManagerBase,0,0,,,PostEffectManager.cs
,PostEffectManagerBase,class,MonoBehaviour,36,26,,,PostEffectManagerBase.cs
,PostEffectOverridePlayableBehaviour,class,PlayableBehaviour,4,7,,,PostEffectOverridePlayableBehaviour.cs
,PostEffectPlayableAsset,class,PlayableAsset,3,2,,,PostEffectPlayableAsset.cs
,PostEffectProfile,class,ScriptableObject,0,69,,,PostEffectProfile.cs
,PostEffectProfileOverrides,class,,0,2,,,PostEffectProfileOverrides.cs
,PostEffectTrack,class,TrackAsset,1,0,,,PostEffectTrack.cs
,PostProcessingEffectsPlayableAsset,class,PlayableAsset,1,4,,,PostProcessingEffectsPlayableAsset.cs
,PostProcessingEffectsPlayableBehaviour,class,PlayableBehaviour,3,6,,,PostProcessingEffectsPlayableBehaviour.cs
,PostProcessingEffectsTrack,class,TrackAsset,1,0,,,PostProcessingEffectsTrack.cs
,PraiseKeyData,class,CSVBaseData,2,2,,,PraiseKeyData.cs
,PrefabColliderExportHelper,class,MonoBehaviour,0,0,,,PrefabColliderExportHelper.cs
,PrefabDynamicbone,class,MonoBehaviour,1,2,,,PrefabDynamicbone.cs
,PrefabDynamicboneV2,class,MonoBehaviour,5,7,,,PrefabDynamicboneV2.cs
,PrefabLightmapData,class,MonoBehaviour,2,5,,,PrefabLightmapData.cs
,PrefabLocalRefPoint,class,MonoBehaviour,0,4,,,PrefabLocalRefPoint.cs
,PreparePhaseCameraPivot,class,"MonoBehaviour, FDACAOPGNJK",6,1,,,PreparePhaseCameraPivot.cs
,PreviewChangeWeaponSkinStatComponent,class,MonoBehaviour,14,15,,,PreviewChangeWeaponSkinStatComponent.cs
,PreviewCutSceneVFx,class,MonoBehaviour,2,1,,,PreviewCutSceneVFx.cs
,PreviewInstanceReference,class,MonoBehaviour,3,1,,,PreviewInstanceReference.cs
,PreviewStoryObjDelay,class,MonoBehaviour,5,3,,,PreviewStoryObjDelay.cs
,PreviewWsuJumpCgPanelController,class,MonoBehaviour,4,3,,,PreviewWsuJumpCgPanelController.cs
,ProfilerFileOutput,class,MonoBehaviour,7,4,,,ProfilerFileOutput.cs
,ProfilerLogger,class,,8,4,,,ProfilerLogger.cs
,QuadParam,class,,0,3,,,QuadParam.cs
,RCC_Camera,class,MonoBehaviour,10,27,,,RCC_Camera.cs
,RCC_CameraConfig,class,MonoBehaviour,3,4,,,RCC_CameraConfig.cs
,RCC_CarControllerV3,class,"MonoBehaviour, VehicleControllerInterface",55,143,,,RCC_CarControllerV3.cs
,RCC_Settings,class,,0,46,,,RCC_Settings.cs
,RCC_TopCamera,class,MonoBehaviour,5,14,,,RCC_TopCamera.cs
,RCC_WheelCollider,class,"MonoBehaviour, WheelColliderInterface",16,44,,,RCC_WheelCollider.cs
,RGBCurve,class,ScriptableObject,2,3,,,RGBCurve.cs
,RMCRealisticMotorcycleController,class,"MonoBehaviour, VehicleControllerInterface",50,92,,,RMCRealisticMotorcycleController.cs
,RaceLibrary,class,RaceLibraryBase,7,1,,,RaceLibrary.cs
,RandomVertexRecorder,class,,0,2,,,RandomVertexRecorder.cs
,RankScore,class,,0,2,,,RankScore.cs
,ReadyVoteTrigger,class,MonoBehaviour,2,0,,,ReadyVoteTrigger.cs
,ReflectionDownsampleMode,enum,,0,0,,,ReflectionDownsampleMode.cs
,ReflectionReceiver,class,MonoBehaviour,0,0,,,ReflectionReceiver.cs
,RegisterUIRender,class,"MonoBehaviour, UISuspendable",7,4,,,RegisterUIRender.cs
,RenderNode_Shadow,class,PlanarShadowNode,4,5,,,RenderNode_Shadow.cs
,RendererVisibilityNotifier,class,MonoBehaviour,2,2,,,RendererVisibilityNotifier.cs
,RepalceSceneLightMapConfig,class,,0,4,,,RepalceSceneLightMapConfig.cs
,ReplaceMaterialWhenBuild,class,MonoBehaviour,0,0,,,ReplaceMaterialWhenBuild.cs
,ReplaceSceneMapping,class,,0,3,,,ReplaceSceneMapping.cs
,ReplaceSceneTextureList,class,,0,1,,,ReplaceSceneTextureList.cs
,ReplayKitManager,class,SingletonModule<ReplayKitManager>,99,33,,,ReplayKitManager.cs
,ReplayKitVideoInfo,class,,9,16,,,ReplayKitVideoInfo.cs
,ResPreview,class,MonoBehaviour,0,5,,,ResPreview.cs
,ResetableEditAttributeConfig,class,ItemEditAttributeBaseConfig,5,0,,,ResetableEditAttributeConfig.cs
,ResourceManagerTests,class,MonoBehaviour,9,3,,,ResourceManagerTests.cs
,ReviveCheckPointTrigger,class,MonoBehaviour,0,2,,,ReviveCheckPointTrigger.cs
,ReviveSpawnPointConfig,class,MonoBehaviour,1,3,,,ReviveSpawnPointConfig.cs
,RoundAISpawnPoints,class,MonoBehaviour,1,4,,,RoundAISpawnPoints.cs
,RoundGiantObject,class,MonoBehaviour,0,0,,,RoundGiantObject.cs
,RoundTargetInfo,class,,0,2,,,RoundTargetInfo.cs
,RuleInfo,class,,0,3,,,RuleInfo.cs
,RunTimeEffectManager,class,MonoBehaviour,7,6,,,RunTimeEffectManager.cs
,RuntimeNavmeshExporter,class,MonoBehaviour,1,0,,,RuntimeNavmeshExporter.cs
,RuntimePrefabLightmap,class,MonoBehaviour,4,5,,,RuntimePrefabLightmap.cs
,RuntimePrefabStat,class,,0,2,,,RuntimePrefabStat.cs
,RushingPetsPawn,class,PetsPawn,2,3,,,RushingPetsPawn.cs
,SABoneCollider,class,MonoBehaviour,7,8,,,SABoneCollider.cs
,SABoneColliderBuilder,class,MonoBehaviour,0,4,,,SABoneColliderBuilder.cs
,SABoneColliderChild,class,MonoBehaviour,0,0,,,SABoneColliderChild.cs
,SABoneColliderCommon,class,,5,18,,,SABoneColliderCommon.cs
,SAColliderBuilderCommon,class,,5,29,,,SAColliderBuilderCommon.cs
,STimer,struct,,2,1,,,STimer.cs
,SampleCachedPointsData,class,ScriptableObject,0,4,,,SampleCachedPointsData.cs
,ScaleItemEditAttributeConfig,class,ItemEditAttributeBaseConfig,6,15,,,ScaleItemEditAttributeConfig.cs
,SceneAudioObject,class,MonoBehaviour,0,1,,,SceneAudioObject.cs
,SceneBlockHotspot,class,MonoBehaviour,0,0,,,SceneBlockHotspot.cs
,SceneCollection,class,MonoBehaviour,0,20,,,SceneCollection.cs
,SceneCollectionExt,class,MonoBehaviour,0,1,,,SceneCollectionExt.cs
,SceneEditItemAttributeUIType,enum,,0,0,,,SceneEditItemAttributeUIType.cs
,SceneEditObjectMeshCombiner,class,MonoBehaviour,10,20,,,SceneEditObjectMeshCombiner.cs
,SceneEditObjectSetScale,class,MonoBehaviour,2,5,,,SceneEditObjectSetScale.cs
,SceneExtensionInfo,class,MonoBehaviour,21,19,,,SceneExtensionInfo.cs
,SceneExtensionInfoExtData,class,MonoBehaviour,7,9,,,SceneExtensionInfoExtData.cs
,SceneLightSync,class,MonoBehaviour,0,11,,,SceneLightSync.cs
,SceneLightmapFile,class,ScriptableObject,2,3,,,SceneLightmapFile.cs
,SceneRenderHotspot,class,MonoBehaviour,0,0,,,SceneRenderHotspot.cs
,SceneRuntimeRenderAnalyse,class,MonoBehaviour,0,0,,,SceneRuntimeRenderAnalyse.cs
,SceneRuntimeRenderHotspot,class,MonoBehaviour,0,0,,,SceneRuntimeRenderHotspot.cs
,SceneSplit,class,,0,17,,,SceneSplit.cs
,SceneSplitManager,class,MonoBehaviour,2,4,,,SceneSplitManager.cs
,SceneSplitterSettings,class,MonoBehaviour,0,3,,,SceneSplitterSettings.cs
,SceneStreamerInfo,class,MonoBehaviour,2,11,,,SceneStreamerInfo.cs
,SceneStreamerInfoCollection,class,MonoBehaviour,0,1,,,SceneStreamerInfoCollection.cs
,SceneStreamerInfoHelper,class,,11,6,,,SceneStreamerInfoHelper.cs
,SeasonReplayDestinyWeaponData,class,CSVBaseData,3,10,,,SeasonReplayDestinyWeaponData.cs
,ServiceEnum,class,PropertyAttribute,0,0,,,ServiceEnum.cs
,SetMatWorldPos,class,MonoBehaviour,5,5,,,SetMatWorldPos.cs
,SharedColorTable,class,"ScriptableObject, ISerializationCallbackReceiver",2,4,,,SharedColorTable.cs
,SharedSceneObject,class,MonoBehaviour,2,4,,,SharedSceneObject.cs
,SharedSceneObjectManager,class,MonoSingleton<SharedSceneObjectManager>,3,0,,,SharedSceneObjectManager.cs
,SharedSceneObjectRecord,class,,0,2,,,SharedSceneObjectRecord.cs
,SimpleAnimationSystemComponent,class,MonoBehaviour,3,1,,,SimpleAnimationSystemComponent.cs
,SimulationStreamer,class,MonoBehaviour,0,0,,,SimulationStreamer.cs
,SingleTeleportDoorAttributeConfig,class,ItemEditAttributeBaseConfig,6,8,,,SingleTeleportDoorAttributeConfig.cs
,SkillSubtitleInfo,class,,0,2,,,SkillSubtitleInfo.cs
,SkillVillianVFXFlawState,class,MonoBehaviour,3,2,,,SkillVillianVFXFlawState.cs
,SkipExportVehicleData,class,MonoBehaviour,0,0,,,SkipExportVehicleData.cs
,SlotLibrary,class,SlotLibraryBase,13,1,,,SlotLibrary.cs
,SlotLibraryBase,class,MonoBehaviour,11,0,,,SlotLibraryBase.cs
,SocialAreaSpawnObject,class,MonoBehaviour,6,5,,,SocialAreaSpawnObject.cs
,SoulBond,class,MonoBehaviour,9,24,,,SoulBond.cs
,SoulBondStraightLine,class,"MonoBehaviour, ILinkTwoPointEffect",7,10,,,SoulBondStraightLine.cs
,SoulBondWithGravity,class,"MonoBehaviour, ILinkTwoPointEffect",9,15,,,SoulBondWithGravity.cs
,SparkPosition,class,MonoBehaviour,0,0,,,SparkPosition.cs
,SpawnArea,class,MetaObject,0,4,,,SpawnArea.cs
,SpawnBoxAttributeConfig,class,ItemEditAttributeBaseConfig,9,9,,,SpawnBoxAttributeConfig.cs
,SpawnConfig,class,MonoBehaviour,0,4,,,SpawnConfig.cs
,SpawnGroup,class,MonoBehaviour,0,6,,,SpawnGroup.cs
,SpawnLevelObject,class,MonoBehaviour,0,6,,,SpawnLevelObject.cs
,SpawnObjectCrossHairTrigger,class,MonoBehaviour,13,9,,,SpawnObjectCrossHairTrigger.cs
,SpawnPointGroup,class,MonoBehaviour,0,2,,,SpawnPointGroup.cs
,SpeedObject,class,MonoBehaviour,1,16,,,SpeedObject.cs
,StaticBatchHint,class,MonoBehaviour,0,1,,,StaticBatchHint.cs
,StaticGetOnSlideTriggerRoot,class,MonoBehaviour,1,1,,,StaticGetOnSlideTriggerRoot.cs
,StationTrainController,class,MonoBehaviour,9,10,,,StationTrainController.cs
,StreamerFacade,class,,29,26,,,StreamerFacade.cs
,StreamerFuncDefaultImpl,class,IStreamerFunc,7,0,,,StreamerFuncDefaultImpl.cs
,StreamerMeshInfo,class,StreamerObjectRefInfo,1,2,,,StreamerMeshInfo.cs
,StreamerObjectRefInfo,class,,3,1,,,StreamerObjectRefInfo.cs
,StreamerSceneCollectionInfo,class,,0,2,,,StreamerSceneCollectionInfo.cs
,StreamerTextureInfo,class,StreamerObjectRefInfo,1,2,,,StreamerTextureInfo.cs
,StreamerType,enum,,0,0,,,StreamerType.cs
,StreamerTypeComparer,struct,IEqualityComparer<int>,2,0,,,StreamerTypeComparer.cs
,SubgameLobbyLWZoneType,class,MonoBehaviour,0,2,,,SubgameLobbyLWZoneType.cs
,SubtitleInfo,class,,0,3,,,SubtitleInfo.cs
,SwitchSceneManager,class,MonoBehaviour,0,0,,,SwitchSceneManager.cs
,TCDefendPlayers,class,MonoBehaviour,0,0,,,TCDefendPlayers.cs
,TCMileStone,class,MonoBehaviour,0,1,,,TCMileStone.cs
,TaskItemCodeLabelBtn,class,MonoBehaviour,3,6,,,TaskItemCodeLabelBtn.cs
,TaskItemPicPuzzle,class,MonoBehaviour,2,5,,,TaskItemPicPuzzle.cs
,TeamGoalPathSpawn,class,MonoBehaviour,2,3,,,TeamGoalPathSpawn.cs
,TechAirDropCustomizedInteraction,class,MonoBehaviour,0,0,,,TechAirDropCustomizedInteraction.cs
,TechAirDropShelter,class,MonoBehaviour,0,2,,,TechAirDropShelter.cs
,TechAirdropUI,class,MonoBehaviour,0,1,,,TechAirdropUI.cs
,TeleportDoorArrowController,class,MonoBehaviour,1,0,,,TeleportDoorArrowController.cs
,TeleportDoorGroup,class,MonoBehaviour,2,3,,,TeleportDoorGroup.cs
,TeleportDoorProperty,class,MonoBehaviour,2,2,,,TeleportDoorProperty.cs
,TeleportDoorRegion,class,MonoBehaviour,2,2,,,TeleportDoorRegion.cs
,TerrainMaskReplace,class,MonoBehaviour,1,0,,,TerrainMaskReplace.cs
,TextureMipmapBias,class,MonoBehaviour,2,3,,,TextureMipmapBias.cs
,TimeLineAnimCGEvt,class,PreviewBaseComponent,43,18,,,TimeLineAnimCGEvt.cs
,TimeScaleHandler,class,,5,6,,,TimeScaleHandler.cs
,TokenGunProgress3DUIController,class,MonoBehaviour,0,1,,,TokenGunProgress3DUIController.cs
,TrampleConfig,class,MetaObject,0,2,,,TrampleConfig.cs
,TrampleObject,class,MetaObject,6,7,,,TrampleObject.cs
,TrampleTrigger,class,MetaTrigger,0,2,,,TrampleTrigger.cs
,TransformRotater,class,,4,9,,,TransformRotater.cs
,TransformRotaterAngleCalculator,interface,,0,0,,,TransformRotaterAngleCalculator.cs
,TransformRotaterYXAngleCalculator,class,TransformRotaterAngleCalculator,1,1,,,TransformRotaterYXAngleCalculator.cs
,TreasuryModel,class,MonoBehaviour,0,2,,,TreasuryModel.cs
,TriggerActionBase,class,MonoBehaviour,0,5,,,TriggerActionBase.cs
,TriggerActionBlockSwitch,class,TriggerActionBase,0,1,,,TriggerActionBlockSwitch.cs
,TriggerActionBuff,class,TriggerActionBase,0,1,,,TriggerActionBuff.cs
,TriggerActionKill,class,TriggerActionBase,0,0,,,TriggerActionKill.cs
,TriggerActionSpawnCollider,class,TriggerActionBase,0,4,,,TriggerActionSpawnCollider.cs
,TriggerActionSpawnLevelObjectType,enum,,0,0,,,TriggerActionSpawnLevelObjectType.cs
,TriggerActionTarget,enum,,0,0,Player,,TriggerActionTarget.cs
,TriggerEditAttributeConfig,class,ScaleItemEditAttributeConfig,5,7,,,TriggerEditAttributeConfig.cs
,TrikeMotorcycleController,class,RMCRealisticMotorcycleController,15,9,,,TrikeMotorcycleController.cs
,TrikeMotorcycleSkinInfo,class,MotorcyleSkinInfo,0,1,,,TrikeMotorcycleSkinInfo.cs
,TssSdtDataTypeFactory,class,,14,7,,,TssSdtDataTypeFactory.cs
,TssSdtFloat,class,,6,1,,,TssSdtFloat.cs
,TssSdtFloatSlot,class,,4,3,,,TssSdtFloatSlot.cs
,TssSdtInt,class,,6,1,,,TssSdtInt.cs
,TssSdtIntSlot,class,,4,3,,,TssSdtIntSlot.cs
,TssSdtLongSlot,class,,4,3,,,TssSdtLongSlot.cs
,TssSdtSmallFloat,class,,6,1,,,TssSdtSmallFloat.cs
,TweenMaterialPropertyConfig,class,,0,10,,,TweenMaterialPropertyConfig.cs
,TweenPlayStyle,enum,,0,0,,,TweenPlayStyle.cs
,TweenPropertyType,enum,,0,0,,,TweenPropertyType.cs
,UGCGameHelper,class,,1,1,,,UGCGameHelper.cs
,UGCGameObjectHelper,class,,21,8,,,UGCGameObjectHelper.cs
,UGCLevelBounceTire,class,BaseAutoGenIDLevelObject,2,0,,,UGCLevelBounceTire.cs
,UGCLevelParamsDef,class,,0,0,,,UGCLevelParamsDef.cs
,UGCMergeMeshGenerator,class,,16,38,,,UGCMergeMeshGenerator.cs
,UGCPrettySprite3DSize,class,MonoBehaviour,6,25,,,UGCPrettySprite3DSize.cs
,UGCPrettyUI3DSize,class,MonoBehaviour,7,17,,,UGCPrettyUI3DSize.cs
,UGCTimelineEditorSwitchCameraTrackWarp,class,UGCTimelineEditorKeyClipTrackWarp,2,0,,,UGCTimelineEditorSwitchCameraTrackWarp.cs
,UGCTimelineTickHeader,class,MonoBehaviour,15,13,,,UGCTimelineTickHeader.cs
,UIAnchorPositionCtrl,class,MonoBehaviour,0,7,,,UIAnchorPositionCtrl.cs
,UIBaseProfileInfoShowRankIconCtrl,class,MonoBehaviour,5,8,,,UIBaseProfileInfoShowRankIconCtrl.cs
,UIBigEventCycleProgressRewardBoxView,class,UIBigEventPorgressRewardBoxView,0,1,,,UIBigEventCycleProgressRewardBoxView.cs
,UIBigEventNormalProgressRewardBoxView,class,UIBigEventPorgressRewardBoxView,0,5,,,UIBigEventNormalProgressRewardBoxView.cs
,UIBigEventPorgressRewardBoxView,class,MonoBehaviour,0,6,,,UIBigEventPorgressRewardBoxView.cs
,UICoinBonusItem,class,MonoBehaviour,0,3,,,UICoinBonusItem.cs
,UICurveScrollViewUtil,class,MonoBehaviour,9,12,,,UICurveScrollViewUtil.cs
,UICurvedSurfaceProgressBar,class,UIProgressBar,7,8,,,UICurvedSurfaceProgressBar.cs
,UICurvedSurfaceSprite,class,UISprite,4,2,,,UICurvedSurfaceSprite.cs
,UICustomMeshCollider,class,MonoBehaviour,1,14,,,UICustomMeshCollider.cs
,UICutsceneBlackMask,class,MonoBehaviour,12,10,,,UICutsceneBlackMask.cs
,UIDropdown,class,MonoBehaviour,11,27,,,UIDropdown.cs
,UIEighthGiftTeamMono,class,MonoBehaviour,1,4,,,UIEighthGiftTeamMono.cs
,UIEventMutex,class,,6,3,,,UIEventMutex.cs
,UIExtensions,class,,1,0,,,UIExtensions.cs
,UIGachaBuyBtnBaseView,class,MonoBehaviour,0,84,,,UIGachaBuyBtnBaseView.cs
,UIGachaFeatureAnimSoundChanger,class,MonoBehaviour,1,1,,,UIGachaFeatureAnimSoundChanger.cs
,UIGachaIchisQualityBlockItemBaseView,class,MonoBehaviour,0,11,,,UIGachaIchisQualityBlockItemBaseView.cs
,UIGachaIchisShowItemBaseView,class,MonoBehaviour,0,32,,,UIGachaIchisShowItemBaseView.cs
,UIGachaIchisTableBaseView,class,MonoBehaviour,0,29,,,UIGachaIchisTableBaseView.cs
,UIGachaIchisWholeRowItemBaseView,class,MonoBehaviour,0,4,,,UIGachaIchisWholeRowItemBaseView.cs
,UIGyroMove,class,MonoBehaviour,3,7,,,UIGyroMove.cs
,UIGyroSettingPopUpBgSwitchItem,class,MonoBehaviour,0,2,,,UIGyroSettingPopUpBgSwitchItem.cs
,UIHGTimingActiveEffectHelper,class,,3,5,,,UIHGTimingActiveEffectHelper.cs
,UIHUDIIV1v1GotoLandMask,class,MonoBehaviour,2,1,,,UIHUDIIV1v1GotoLandMask.cs
,UIHUDIIV1v1Mask,class,MonoBehaviour,2,3,,,UIHUDIIV1v1Mask.cs
,UIHUDWereWolvesCampWolfItem,class,MonoBehaviour,0,3,,,UIHUDWereWolvesCampWolfItem.cs
,UIHUDWereWolvesPlayerResultItem,class,MonoBehaviour,6,20,,,UIHUDWereWolvesPlayerResultItem.cs
,UIHudClothItemView,class,MonoBehaviour,3,4,,,UIHudClothItemView.cs
,UIHudCommonBannerNotificationShowRefrence,class,MonoBehaviour,0,4,,,UIHudCommonBannerNotificationShowRefrence.cs
,UIHudCurvePointItem,class,MonoBehaviour,2,3,,,UIHudCurvePointItem.cs
,UIHudMatchEndShowTimeViewExt,class,,0,115,,,UIHudMatchEndShowTimeViewExt.cs
,UIHudShowcaseBGRoot,class,MonoBehaviour,3,2,,,UIHudShowcaseBGRoot.cs
,UIHudTechBuildOpenView,class,MonoBehaviour,0,6,,,UIHudTechBuildOpenView.cs
,UIInputEnhance,class,UIInput,1,0,,,UIInputEnhance.cs
,UIItemInputHandler,class,MonoBehaviour,18,9,,,UIItemInputHandler.cs
,UIItemRotateType,enum,,0,0,,,UIItemRotateType.cs
,UILabelCustomMaterial,class,MonoBehaviour,5,13,,,UILabelCustomMaterial.cs
,UINinthSYSProgressNodeView,class,MonoBehaviour,0,6,,,UINinthSYSProgressNodeView.cs
,UINinthSYSProgressRewardBoxView,class,UIBigEventNormalProgressRewardBoxView,0,2,,,UINinthSYSProgressRewardBoxView.cs
,UINinthSYSTokenStatueBehaviour,class,MonoBehaviour,0,6,,,UINinthSYSTokenStatueBehaviour.cs
,UIProgressScrollBar,class,UIProgressBar,3,0,,,UIProgressScrollBar.cs
,UIRelocateToLabel,class,MonoBehaviour,3,5,,,UIRelocateToLabel.cs
,UIRelocateToLabelSprite,class,MonoBehaviour,3,7,,,UIRelocateToLabelSprite.cs
,UISeasonReplayOverviewHighlightButtonItem,class,MonoBehaviour,0,2,,,UISeasonReplayOverviewHighlightButtonItem.cs
,UMAAssetFieldVisible,class,Attribute,0,0,,,UMAAssetFieldVisible.cs
,UMAAssetIndexer,class,"MonoBehaviour, ISerializationCallbackReceiver",14,15,,,UMAAssetIndexer.cs
,UMAContext,class,MonoBehaviour,14,5,,,UMAContext.cs
,UMAContextIndividual,class,UMAContextSimple,2,0,,,UMAContextIndividual.cs
,UMAContextSimple,class,UMAContext,28,3,,,UMAContextSimple.cs
,UMAFacade,class,,4,1,,,UMAFacade.cs
,UMAGenerator,class,UMAGeneratorBuiltin,2,0,,,UMAGenerator.cs
,UMAPackedRecipeBase,class,UMARecipeBase,15,29,,,UMAPackedRecipeBase.cs
,UMARecipeBase,class,ScriptableObject,3,2,,,UMARecipeBase.cs
,UMATextRecipe,class,"UMAPackedRecipeBase, IUintId",26,33,,,UMATextRecipe.cs
,UMAWardrobeRecipe,class,UMATextRecipe,0,0,,,UMAWardrobeRecipe.cs
,UV2,class,,0,1,,,UV2.cs
,UV2Info,class,ScriptableObject,0,2,,,UV2Info.cs
,UVmove,class,MonoBehaviour,2,7,,,UVmove.cs
,UnityMessageAttribute,class,Attribute,0,0,,,UnityMessageAttribute.cs
,UnitySourceGeneratedAssemblyMonoScriptTypes_v1,class,,1,5,,,UnitySourceGeneratedAssemblyMonoScriptTypes_v1.cs
